,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Sample,tissue
43,PRJEB36014,SAMEA6448009,ERX3793550,ERR3791446,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791446/ERR3791446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791446/ERR3791446_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791446/Oh7b_R1_anther_MN24082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791446/Oh7b_R1_anther_MN24082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791446,OH7B,anther
44,PRJEB36014,SAMEA6448010,ERX3793551,ERR3791447,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791447/ERR3791447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791447/ERR3791447_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791447/P39_R1_anther_MN25081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791447/P39_R1_anther_MN25081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791447,P39,anther
45,PRJEB36014,SAMEA6448011,ERX3793552,ERR3791448,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791448/ERR3791448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791448/ERR3791448_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791448/P39_R1_anther_MN25082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791448/P39_R1_anther_MN25082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791448,P39,anther
46,PRJEB36014,SAMEA6448012,ERX3793553,ERR3791449,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791449/ERR3791449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791449/ERR3791449_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791449/Tx303_R1_anther_MN26081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791449/Tx303_R1_anther_MN26081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791449,TX303,anther
47,PRJEB36014,SAMEA6448013,ERX3793554,ERR3791450,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791450/ERR3791450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791450/ERR3791450_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791450/Tx303_R1_anther_MN26082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791450/Tx303_R1_anther_MN26082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791450,TX303,anther
48,PRJEB36014,SAMEA6448014,ERX3793555,ERR3791451,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791451/ERR3791451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791451/ERR3791451_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791451/Tzi8_R1_anther_MN27081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791451/Tzi8_R1_anther_MN27081_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791451,TZI8,anther
49,PRJEB36014,SAMEA6448015,ERX3793556,ERR3791452,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791452/ERR3791452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791452/ERR3791452_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791452/Tzi8_R1_anther_MN27082_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791452/Tzi8_R1_anther_MN27082_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791452,TZI8,anther
50,PRJEB36014,SAMEA6448016,ERX3793557,ERR3791453,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791453/ERR3791453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791453/ERR3791453_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791453/B97_V18_ear_MN03071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791453/B97_V18_ear_MN03071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791453,B97,ear
51,PRJEB36014,SAMEA6448017,ERX3793558,ERR3791454,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791454/ERR3791454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791454/ERR3791454_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791454/B97_V18_ear_MN03072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791454/B97_V18_ear_MN03072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791454,B97,ear
52,PRJEB36014,SAMEA6448018,ERX3793559,ERR3791455,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791455/ERR3791455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791455/ERR3791455_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791455/CML103_V18_ear_MN04071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791455/CML103_V18_ear_MN04071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791455,CML103,ear
53,PRJEB36014,SAMEA6448019,ERX3793560,ERR3791456,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791456/ERR3791456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791456/ERR3791456_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791456/CML103_V18_ear_MN04072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791456/CML103_V18_ear_MN04072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791456,CML103,ear
54,PRJEB36014,SAMEA6448020,ERX3793561,ERR3791457,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791457/ERR3791457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791457/ERR3791457_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791457/CML277_V18_ear_MN05071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791457/CML277_V18_ear_MN05071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791457,CML277,ear
55,PRJEB36014,SAMEA6448021,ERX3793562,ERR3791458,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791458/ERR3791458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791458/ERR3791458_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791458/CML277_V18_ear_MN05072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791458/CML277_V18_ear_MN05072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791458,CML277,ear
56,PRJEB36014,SAMEA6448022,ERX3793563,ERR3791459,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791459/ERR3791459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791459/ERR3791459_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791459/CML228_V18_ear_MN06071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791459/CML228_V18_ear_MN06071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791459,CML228,ear
57,PRJEB36014,SAMEA6448023,ERX3793564,ERR3791460,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791460/ERR3791460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791460/ERR3791460_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791460/CML228_V18_ear_MN06072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791460/CML228_V18_ear_MN06072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791460,CML228,ear
58,PRJEB36014,SAMEA6448024,ERX3793565,ERR3791461,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791461/ERR3791461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791461/ERR3791461_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791461/CML247_V18_ear_MN07071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791461/CML247_V18_ear_MN07071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791461,CML247,ear
59,PRJEB36014,SAMEA6448025,ERX3793566,ERR3791462,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791462/ERR3791462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791462/ERR3791462_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791462/CML247_V18_ear_MN07072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791462/CML247_V18_ear_MN07072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791462,CML247,ear
60,PRJEB36014,SAMEA6448026,ERX3793567,ERR3791463,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791463/ERR3791463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791463/ERR3791463_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791463/CML322_V18_ear_MN08071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791463/CML322_V18_ear_MN08071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791463,CML322,ear
61,PRJEB36014,SAMEA6448027,ERX3793568,ERR3791464,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791464/ERR3791464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791464/ERR3791464_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791464/CML322_V18_ear_MN08072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791464/CML322_V18_ear_MN08072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791464,CML322,ear
62,PRJEB36014,SAMEA6448028,ERX3793569,ERR3791465,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791465/ERR3791465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791465/ERR3791465_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791465/CML333_V18_ear_MN09071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791465/CML333_V18_ear_MN09071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791465,CML333,ear
63,PRJEB36014,SAMEA6448029,ERX3793570,ERR3791466,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791466/ERR3791466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791466/ERR3791466_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791466/CML333_V18_ear_MN09072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791466/CML333_V18_ear_MN09072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791466,CML333,ear
64,PRJEB36014,SAMEA6448030,ERX3793571,ERR3791467,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791467/ERR3791467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791467/ERR3791467_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791467/CML52_V18_ear_MN10071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791467/CML52_V18_ear_MN10071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791467,CML52,ear
65,PRJEB36014,SAMEA6448031,ERX3793572,ERR3791468,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791468/ERR3791468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791468/ERR3791468_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791468/CML52_V18_ear_MN10072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791468/CML52_V18_ear_MN10072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791468,CML52,ear
66,PRJEB36014,SAMEA6448032,ERX3793573,ERR3791469,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791469/ERR3791469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791469/ERR3791469_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791469/CML69_V18_ear_MN11071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791469/CML69_V18_ear_MN11071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791469,CML69,ear
67,PRJEB36014,SAMEA6448033,ERX3793574,ERR3791470,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791470/ERR3791470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791470/ERR3791470_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791470/CML69_V18_ear_MN11072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791470/CML69_V18_ear_MN11072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791470,CML69,ear
68,PRJEB36014,SAMEA6448034,ERX3793575,ERR3791471,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791471/ERR3791471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791471/ERR3791471_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791471/HP301_V18_ear_MN12071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791471/HP301_V18_ear_MN12071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791471,HP301,ear
69,PRJEB36014,SAMEA6448035,ERX3793576,ERR3791472,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791472/ERR3791472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791472/ERR3791472_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791472/HP301_V18_ear_MN12072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791472/HP301_V18_ear_MN12072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791472,HP301,ear
70,PRJEB36014,SAMEA6448036,ERX3793577,ERR3791473,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791473/ERR3791473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791473/ERR3791473_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791473/IL14H_V18_ear_MN13071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791473/IL14H_V18_ear_MN13071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791473,IL14H,ear
71,PRJEB36014,SAMEA6448037,ERX3793578,ERR3791474,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791474/ERR3791474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791474/ERR3791474_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791474/IL14H_V18_ear_MN13072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791474/IL14H_V18_ear_MN13072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791474,IL14H,ear
72,PRJEB36014,SAMEA6448038,ERX3793579,ERR3791475,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791475/ERR3791475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791475/ERR3791475_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791475/Ki11_V18_ear_MN14071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791475/Ki11_V18_ear_MN14071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791475,KI11,ear
73,PRJEB36014,SAMEA6448039,ERX3793580,ERR3791476,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791476/ERR3791476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791476/ERR3791476_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791476/Ki11_V18_ear_MN14072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791476/Ki11_V18_ear_MN14072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791476,KI11,ear
74,PRJEB36014,SAMEA6448040,ERX3793581,ERR3791477,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791477/ERR3791477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791477/ERR3791477_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791477/Ki3_V18_ear_MN15071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791477/Ki3_V18_ear_MN15071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791477,KI3,ear
75,PRJEB36014,SAMEA6448041,ERX3793582,ERR3791478,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791478/ERR3791478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791478/ERR3791478_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791478/Ki3_V18_ear_MN15072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791478/Ki3_V18_ear_MN15072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791478,KI3,ear
76,PRJEB36014,SAMEA6448042,ERX3793583,ERR3791479,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791479/ERR3791479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/009/ERR3791479/ERR3791479_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791479/Ky21_V18_ear_MN16071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791479/Ky21_V18_ear_MN16071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/009/ERR3791479,KY21,ear
77,PRJEB36014,SAMEA6448043,ERX3793584,ERR3791480,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791480/ERR3791480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/000/ERR3791480/ERR3791480_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791480/Ky21_V18_ear_MN16072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791480/Ky21_V18_ear_MN16072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/000/ERR3791480,KY21,ear
78,PRJEB36014,SAMEA6448044,ERX3793585,ERR3791481,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791481/ERR3791481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3791481/ERR3791481_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791481/M162W_V18_ear_MN17071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791481/M162W_V18_ear_MN17071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/001/ERR3791481,M162W,ear
79,PRJEB36014,SAMEA6448045,ERX3793586,ERR3791482,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791482/ERR3791482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/002/ERR3791482/ERR3791482_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791482/M162W_V18_ear_MN17072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791482/M162W_V18_ear_MN17072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/002/ERR3791482,M162W,ear
80,PRJEB36014,SAMEA6448046,ERX3793587,ERR3791483,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791483/ERR3791483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/003/ERR3791483/ERR3791483_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791483/M37W_V18_ear_MN18071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791483/M37W_V18_ear_MN18071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/003/ERR3791483,M37W,ear
81,PRJEB36014,SAMEA6448047,ERX3793588,ERR3791484,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791484/ERR3791484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/004/ERR3791484/ERR3791484_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791484/M37W_V18_ear_MN18072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791484/M37W_V18_ear_MN18072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/004/ERR3791484,M37W,ear
82,PRJEB36014,SAMEA6448048,ERX3793589,ERR3791485,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791485/ERR3791485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/005/ERR3791485/ERR3791485_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791485/Mo18w_V18_ear_MN19071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791485/Mo18w_V18_ear_MN19071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/005/ERR3791485,MO18W,ear
83,PRJEB36014,SAMEA6448049,ERX3793590,ERR3791486,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791486/ERR3791486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/006/ERR3791486/ERR3791486_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791486/Mo18w_V18_ear_MN19072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791486/Mo18w_V18_ear_MN19072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/006/ERR3791486,MO18W,ear
84,PRJEB36014,SAMEA6448050,ERX3793591,ERR3791487,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791487/ERR3791487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/007/ERR3791487/ERR3791487_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791487/Ms71_V18_ear_MN20071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791487/Ms71_V18_ear_MN20071_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/007/ERR3791487,MS71,ear
85,PRJEB36014,SAMEA6448051,ERX3793592,ERR3791488,381124,Zea mays subsp. mays,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791488/ERR3791488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/008/ERR3791488/ERR3791488_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791488/Ms71_V18_ear_MN20072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR379/ERR3791488/Ms71_V18_ear_MN20072_R2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR379/008/ERR3791488,MS71,ear
